name,Zip code,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Free Parking,Airport Shuttle (free),Private Parking,Spa,On-site Parking,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Air Conditioning,Free WiFi,Laundry,Water Park,Pet Friendly,Outdoor Pool,Indoor Pool,Elevator,Garden,Facilities for Disabled Guests,Bar,Beach nearby,wonderful Fitness Center,Beachfront,Non-smoking Rooms,Terrace,Swimming Pool,very good Fitness Center,Restaurant,Private Beach Area,exceptional Fitness Center,24-Hour Front Desk,WiFi,BBQ Facilities,Dist
Popular Hollywood Blvd Luxury Penthouse,90028,35,8.5,8.6,8.8,8.4,8.4,8,8.3,8.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Oakwood Toluca Hills,90068,"1,534",8.1,7.8,8.4,8.1,8.1,7.9,8.7,8.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(8.1 miles from center)
Popular Hollywood Skyline View Penthouse,90028,10,8.5,8.8,9.3,8,7.5,8,9.3,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Heaven on Hollywood Furnished Apartments,90028,213,7.9,7.7,8,7.8,7.6,7.4,8.9,8.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Downtown LA 3-Bedroom Pool Suite #1,90017,11,8.4,8.6,9.1,8.9,8.2,7.3,10,8.2,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1.3 miles from center)
Popular Hollywood Blvd Modern Suite,90015,58,8.4,8.5,8.6,8.5,8.2,8.1,10,8.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Popular Hollywood Prestige Suite,90028,12,8.2,8.3,8.1,8.3,7.3,7.5,8.8,9.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
The Peninsula Beverly Hills,90212,199,9.4,9.7,9.6,9.4,9.4,8.4,9.7,9.6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(9.3 miles from center)
East West Comfort: Downtown LA Cozy Apartments,90015,11,9.1,9.6,9.1,9.6,9.3,8.6,8.2,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.7 miles from center)
Hollywood Private Bungalow,90038,19,9.0,8.8,8.8,9,9.1,8.7,10,9.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5.6 miles from center)
Urban DTLA Chic Stylish Suite,90015,34,8.8,8.7,8.5,8.9,9.1,8.6,9.2,9.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(0.9 miles from center)
Hollywood Megastar 5 beds 2-BR pool,90028,8,9.3,8.1,10,9.7,9.1,9.1,10,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Popular Downtown LA Cirrus Resort Style Suite,90012,23,8.1,8.1,8.6,7.9,8.5,7.8,10,7.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(0.8 miles from center)
LA Clean and Comfy Suite,90036,11,8.9,8.4,8.9,8.6,8.8,9.1,9.5,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Urban DTLA VIP Penthouse with Pool Table,90015,8,9.4,9.4,9.7,9.7,9.1,9.1,10,9.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
Urban 20 FT Two Level Loft,90015,5,9.3,10,10,9,9.5,8.5,8.5,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
AIR Venice on the Beach,90291,"1,807",7.8,7.9,7.5,7.4,8.3,7.1,8,8.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,(13.7 miles from center)
Popular Panoramic View Penthouse & 5 Beds,90015,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.6 miles from center)
Global Luxury Suites at Figueroa Street,90015,11,8.3,8.2,8.6,8.2,8.6,8,10,8.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Tuck Hotel,90014,204,9.0,9.4,9.2,8.7,9.4,8.4,8.9,8.7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,(0.9 miles from center)
Urban DTLA Resort Style Flamingo Suite,90017,13,9.0,8.7,9.4,9.4,8.5,8.7,10,9.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1 miles from center)
Los Angeles Deluxe Suite | Free Parking | 2BR&2BT,90038,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,(5.6 miles from center)
Homewood Suites By Hilton Los Angeles International Airport,90045,729,9.0,9.3,9.3,9,8.8,8.4,8.6,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(11.2 miles from center)
Modern 2BR/2BA in the Heart of Hollywood,90028,19,8.5,8.3,8.5,8.2,8.3,8.4,2.5,9.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Studio Plus - Hollywood Luxury 2BR APT,90028,156,8.2,7.9,8.5,8.1,7.8,8,9.1,9.2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Loft on Hollywood Walk of Fame,90028,29,8.6,8.1,8.5,8.7,8.9,8.3,9.2,9.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
The Hollywood Roosevelt,90028,"1,947",8.3,8.6,8.2,8.2,8.5,7,6,9.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,(6.2 miles from center)
DTLA Colorful Apartment,90015,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.7 miles from center)
Brand New Apartment in Westwood UCLA *25,90024,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(11.8 miles from center)
Crowne Plaza Los Angeles International Airport,90045,"3,797",8.1,8.4,8.2,7.9,8.2,7.4,8,8.3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(10.6 miles from center)
Modern West Hollywood Home With Heated Pool,90069,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(8.1 miles from center)
Residence Inn by Marriott Los Angeles LAX/Century Boulevard,90045,"1,231",8.6,8.9,8.9,8.7,8.6,8,8.5,8.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(10.6 miles from center)
Urban Downtown LA Moroccan Resort Suite,90115,29,8.8,8.5,9,8.7,9.1,8.4,9.4,8.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
Villa Delle Stelle,90028,203,8.9,9,9,8.9,9.2,8.3,7.2,9.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(5 miles from center)
The Beverly Hilton,90210,545,8.0,8.4,8.1,7.9,8.2,6.8,6.1,6.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(9.3 miles from center)
Fabulous Apt Walk to Santa Monica Beach 17,90401,18,9.4,10,9.3,9.5,9.3,8.6,7.5,9.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,(14.3 miles from center)
The LINE Hotel,90010,"1,218",8.2,8.7,8.2,8.3,8.4,7.3,8.7,8.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,(3.1 miles from center)
Los Stylish Apartment Nice Area DTLA,90017,23,8.6,8.6,8.8,8.6,8.5,8.2,8.3,8.7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
Hollywood Glamourous Apartment,90028,10,9.0,8.8,9.3,9.3,8.6,8.5,7.5,9.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Downtown LA Brilliant 5 Beds Pool,90017,11,8.6,9.3,8.9,8,8.9,8.4,7.5,8.4,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
Marina Del Rey Private Suite,90292,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(12.4 miles from center)
California Dream Suite At the Grove Mall,90036,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Sirtaj Hotel,90212,332,8.4,8.7,8.2,8,8.6,7.6,9.1,9.2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,(8.7 miles from center)
"The Ritz-Carlton, Los Angeles L.A. Live",90015,98,8.6,9,8.7,8.6,8.9,7.5,7,8.7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,(1.4 miles from center)
Urban Downtown LA Resort Style Suite,90017,8,7.9,7.8,7.5,8.5,8.1,7.8,7.5,7.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
Titta Inn,90032,"2,344",8.3,8.4,8.1,8.2,9.3,8.5,8.8,7.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(5.6 miles from center)
Penthouse Highrise,90010,15,8.8,8.8,8.8,8.7,8.8,8.3,5,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(2.8 miles from center)
"Luxury Apartment with pool, by the Pacific Ocean",90292,18,8.7,8.5,8.9,8.6,8.9,8.1,9.3,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(13 miles from center)
Wyndham Santa Monica At The Pier,90401,"1,433",7.8,8.1,7.7,7.3,8.1,6.3,7.5,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,(14.3 miles from center)
Urban DTLA Two Level Convention Center Loft,90015,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
W Hollywood,90028,698,7.9,8.3,8.1,7.9,8,6.6,4.9,8.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,(5.6 miles from center)
Luxurious Penthouse in Hollywood Towers,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(5.6 miles from center)
Downtown LA Moonrock Resort Suite,90015,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Le Parc Suite Hotel,90069,425,8.3,8.3,8.6,8.2,8.6,7.5,5.6,8.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,(7.5 miles from center)
Hotel Shangri-La,90401,858,7.9,8.1,7.7,7.5,8.5,6.5,8.4,9.2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,(14.3 miles from center)
Hollywood Royalty Suite Mountain Veiw,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Popular Downtown LA Mediterranean View Penthouse,90017,24,8.2,8.1,8.2,8.2,8.3,7.6,8.1,8.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Bluetiful Apartment Near to convention center,90015,6,9.2,9.6,8.8,9.2,9.2,8.8,9.6,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.7 miles from center)
Luxe Sunset Boulevard Hotel,90049,447,8.5,8.8,8.7,8.4,8.8,7.7,8.7,8.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(12.4 miles from center)
Urban DTLA Classic Mobster Suite,90028,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Urban Hollywood Blvd Dream Penthouse,90028,8,9.2,9.4,9.4,9.4,9.1,8.5,9.7,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Popular Hollywood Blvd Plush Suite,90028,16,9.1,9.4,9.9,9.1,8.6,8.8,9.1,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Luxury Apartment Near Staples Center,90015,25,9.5,9.8,9.7,9.6,9.4,9.2,10,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
Downtown Los Angeles 3-beds Convention Center suite with pool,90015,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.5 miles from center)
Premier DTLA Convention Center Apartment,90015,9,9.3,9.5,9.5,8.9,9.5,8.6,9.7,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.6 miles from center)
Best French Style Rooftop View in Hollywood Hills,90046,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(8.7 miles from center)
Hotel Normandie - Los Angeles,90005,478,8.3,8.7,8.3,8,8.9,7.7,8.3,8.3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,(3.1 miles from center)
Penthouse with a Stunning Hollywood View,90036,18,8.5,8.3,8.3,8.1,8.8,8.2,10,9.1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
DOWNTOWN L.A. CONVENTION CENTER LUXURY SUITE,90015,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.6 miles from center)
Luxury Apartment in The Heart of Downtown Los Angeles,90015,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.7 miles from center)
Urban Hollywood Tropicana Suite,90028,26,8.1,7.9,8.2,8.1,8,7.7,9.2,8.7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Downtown Celebrity Suite Near Staples Center,90017,18,8.3,7.7,8.8,8.2,8.2,7.9,10,9.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Regency Inn in Los Angeles,90041,667,8.3,8.8,8.6,8.1,8.5,8.2,8.6,7.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(6.2 miles from center)
Boutique 444 Venice Beach,90291,510,8.8,9.1,8.8,8.9,8.5,8.1,9.3,9.2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(13 miles from center)
Charlie Chaplin Historic Hollywood Home,90028,15,8.3,7.5,8.7,8.5,8.3,8.2,7.5,8.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Downtown LA Paradise Resort Suite,90017,28,8.5,8.8,8.9,8.5,8,8.4,10,8.7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Popular Hollywood Stylish 2 Bedroom Suite,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
"The Ritz-Carlton, Marina del Rey",90292,257,8.5,9,8.8,8.6,8.9,7.3,6,8.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,(12.4 miles from center)
Urban Two Level Bellagio Penthouse,90017,13,9.2,8.5,9.6,8.5,9.6,9.6,10,9.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1 miles from center)
Urban Downtown LA Elegant Suite Los Angeles,90017,27,8.8,9.3,8.6,9,8.8,8.2,10,9.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(0.9 miles from center)
Fountain Apartment 208,90038,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Heart of Hollywood,90028,36,8.5,8.3,8.4,8.5,8.8,7.9,10,9.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Venice/Marina Del Rey Apartment,90292,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(11.8 miles from center)
Popular Downtown LA Spectacular Suite,90015,9,9.0,9.2,9.2,8.9,9.2,8.6,8.9,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Holiday Inn Express Hollywood Walk of Fame,90068,"1,172",8.0,8.1,8.1,7.6,8.4,7.2,7.7,8.8,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Popular Downtown LA Chic Apartment,90015,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.5 miles from center)
Urban Hollywood James Bond Suite,90028,7,8.5,8.6,8.6,8.9,8.6,8.2,7.9,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Kings Home,90069,9,9.2,8.9,9.2,9.7,8.9,8.9,9.5,7,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(7.5 miles from center)
Sunset Tower Hotel,90069,112,8.7,9.1,8.9,8.3,8.9,7.9,8.9,9.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(7.5 miles from center)
Urban Dtla Two Level Fashion Loft,90015,9,9.5,9.7,9.7,9.2,9.5,8.9,10,9.7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.5 miles from center)
2 Bedroom Celebrity Loft,90017,27,9.0,8.9,8.9,9,9.1,8.9,10,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1 miles from center)
Downtown L.A. Resort Comfort Life and 4Beds,90015,26,8.9,8.9,9,9.1,9,8.4,8.5,9.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,(1.1 miles from center)
Popular Downtown LA Luxury Palazzo Resort Style Suite,90012,24,8.5,8.5,8.3,8.6,8.7,8.2,10,8.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,(0.8 miles from center)
Urban Hollywood Blvd Grammys Suite,90028,32,8.6,8.4,8.8,8.8,8.5,8.2,10,8.7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Hollywood Boulevard Modern Chic Condo,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5.6 miles from center)
Courtyard by Marriott Los Angeles L.A. LIVE,90015,219,8.6,9,8.8,8.7,8.8,7.5,8.5,8.8,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.4 miles from center)
Hollywood 6 beds Vip Pool Suite,90028,30,8.0,8.2,8.1,8.4,7.7,7.4,9.5,8.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Popular Downtown LA Bellagio Resort Suite,90017,34,7.9,7.5,7.9,7.7,8.2,7.6,9.2,8.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Urban Downtown LA Chanel Suite,90017,33,8.7,8.6,8.6,9,8.8,8.3,9.7,9,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(0.9 miles from center)
Charming and Lovely apt!,90036,20,8.8,9,8.5,8.4,8.4,8.8,10,9.5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(5.6 miles from center)
"Tilt Hotel Universal Hollywood, an Ascend Hotel Collection Member",90068,694,7.9,8,8,7.6,8.2,7.1,8.3,8.4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(7.5 miles from center)
